Date,Open,High,Low,Close,Volume
2025-10-14,61403.0,61547.0,61117.0,61139.0,702248
2025-10-15,61526.0,62063.0,61478.0,61651.0,970820
2025-10-16,62620.0,62718.0,62245.0,62283.0,122601
2025-10-17,61871.0,62174.0,61823.0,61878.0,511236
2025-10-20,61176.0,61549.0,60899.0,61440.0,239227
2025-10-21,61268.0,61562.0,61099.0,61245.0,824479
2025-10-22,59315.0,59582.0,58617.0,59437.0,792137
2025-10-23,58437.0,58468.0,58137.0,58290.0,381854
2025-10-24,59232.0,59352.0,59186.0,59349.0,470858
2025-10-27,60560.0,60832.0,60556.0,60642.0,779892
2025-10-28,60127.0,60626.0,60033.0,60469.0,753015
2025-10-29,60864.0,60976.0,60591.0,60947.0,687515
2025-10-30,60773.0,61321.0,60542.0,61218.0,760327
2025-10-31,63390.0,63919.0,63194.0,63693.0,708577
2025-11-03,64793.0,64906.0,64540.0,64645.0,251094
2025-11-04,64716.0,64903.0,64313.0,64564.0,536679
2025-11-05,63869.0,63964.0,63435.0,63787.0,830031
2025-11-06,62299.0,62912.0,62143.0,62481.0,892154
2025-11-07,62662.0,62771.0,62446.0,62671.0,782773
2025-11-10,62079.0,62136.0,61842.0,62080.0,967482
2025-11-11,60745.0,61184.0,60620.0,60957.0,602648
2025-11-12,60742.0,61086.0,60293.0,60469.0,858108
2025-11-13,59800.0,60221.0,59520.0,59643.0,861282
2025-11-14,60934.0,61347.0,60778.0,60975.0,579083
2025-11-17,61703.0,62015.0,61591.0,61698.0,445740
2025-11-18,61755.0,61891.0,61519.0,61716.0,953164
2025-11-19,62543.0,63572.0,62354.0,62928.0,505513
2025-11-20,62970.0,63159.0,62671.0,63017.0,168323
2025-11-21,62209.0,62383.0,62033.0,62337.0,385960
2025-11-24,63405.0,63988.0,63316.0,63596.0,664983
2025-11-25,64013.0,64581.0,63739.0,64067.0,512918
2025-11-26,63569.0,64094.0,63222.0,63228.0,518458
2025-11-27,63219.0,63524.0,62875.0,63097.0,155841
2025-11-28,62297.0,62660.0,62257.0,62404.0,490642
2025-12-01,61413.0,61558.0,61125.0,61307.0,298784
